time_TC_1,Temp_TC_1,time_TC_2,Temp_TC_2,time_TC_3,Temp_TC_3,time_TC_4,Temp_TC_4,time_TC_5,Temp_TC_5,time_TC_6,Temp_TC_6,time_TC_7,Temp_TC_7,time_TC_8,Temp_TC_8,time_TC_9,Temp_TC_9,time_TC_10,Temp_TC_10,
0.0000E+0,3.0744E+1,0.0000E+0,3.0819E+1,0.0000E+0,3.0787E+1,0.0000E+0,3.0736E+1,0.0000E+0,3.0584E+1,0.0000E+0,3.0656E+1,0.0000E+0,3.0641E+1,0.0000E+0,3.0545E+1,0.0000E+0,3.0540E+1,0.0000E+0,3.0274E+1,
2.0000E-2,3.0780E+1,2.0000E-2,3.0686E+1,2.0000E-2,3.0731E+1,2.0000E-2,3.0729E+1,2.0000E-2,3.0611E+1,2.0000E-2,3.0617E+1,2.0000E-2,3.0690E+1,2.0000E-2,3.0466E+1,2.0000E-2,3.0402E+1,2.0000E-2,3.0160E+1,
4.0000E-2,3.0814E+1,4.0000E-2,3.0743E+1,4.0000E-2,3.0779E+1,4.0000E-2,3.0744E+1,4.0000E-2,3.0531E+1,4.0000E-2,3.0839E+1,4.0000E-2,3.0602E+1,4.0000E-2,3.0567E+1,4.0000E-2,3.0573E+1,4.0000E-2,3.0318E+1,
6.0000E-2,3.0781E+1,6.0000E-2,3.0748E+1,6.0000E-2,3.0805E+1,6.0000E-2,3.0762E+1,6.0000E-2,3.0559E+1,6.0000E-2,3.0657E+1,6.0000E-2,3.0574E+1,6.0000E-2,3.0511E+1,6.0000E-2,3.0387E+1,6.0000E-2,3.0264E+1,
8.0000E-2,3.0863E+1,8.0000E-2,3.0763E+1,8.0000E-2,3.0796E+1,8.0000E-2,3.0796E+1,8.0000E-2,3.0670E+1,8.0000E-2,3.0809E+1,8.0000E-2,3.0762E+1,8.0000E-2,3.0706E+1,8.0000E-2,3.0616E+1,8.0000E-2,3.0334E+1,
1.0000E-1,3.1022E+1,1.0000E-1,3.0786E+1,1.0000E-1,3.0849E+1,1.0000E-1,3.0757E+1,1.0000E-1,3.0714E+1,1.0000E-1,3.0792E+1,1.0000E-1,3.0698E+1,1.0000E-1,3.0674E+1,1.0000E-1,3.0577E+1,1.0000E-1,3.0384E+1,
1.2000E-1,3.0844E+1,1.2000E-1,3.0765E+1,1.2000E-1,3.0646E+1,1.2000E-1,3.0751E+1,1.2000E-1,3.0576E+1,1.2000E-1,3.0718E+1,1.2000E-1,3.0624E+1,1.2000E-1,3.0583E+1,1.2000E-1,3.0470E+1,1.2000E-1,3.0229E+1,
1.4000E-1,3.0756E+1,1.4000E-1,3.0734E+1,1.4000E-1,3.0780E+1,1.4000E-1,3.0678E+1,1.4000E-1,3.0580E+1,1.4000E-1,3.0633E+1,1.4000E-1,3.0642E+1,1.4000E-1,3.0556E+1,1.4000E-1,3.0476E+1,1.4000E-1,3.0242E+1,
1.6000E-1,3.0637E+1,1.6000E-1,3.0645E+1,1.6000E-1,3.0684E+1,1.6000E-1,3.0714E+1,1.6000E-1,3.0656E+1,1.6000E-1,3.0704E+1,1.6000E-1,3.0601E+1,1.6000E-1,3.0598E+1,1.6000E-1,3.0466E+1,1.6000E-1,3.0237E+1,
1.8000E-1,3.0684E+1,1.8000E-1,3.0692E+1,1.8000E-1,3.0652E+1,1.8000E-1,3.0584E+1,1.8000E-1,3.0497E+1,1.8000E-1,3.0590E+1,1.8000E-1,3.0513E+1,1.8000E-1,3.0597E+1,1.8000E-1,3.0389E+1,1.8000E-1,3.0285E+1,
2.0000E-1,3.0912E+1,2.0000E-1,3.0901E+1,2.0000E-1,3.0826E+1,2.0000E-1,3.0881E+1,2.0000E-1,3.0802E+1,2.0000E-1,3.0868E+1,2.0000E-1,3.0841E+1,2.0000E-1,3.0686E+1,2.0000E-1,3.0636E+1,2.0000E-1,3.0448E+1,
2.2000E-1,3.0874E+1,2.2000E-1,3.0877E+1,2.2000E-1,3.0817E+1,2.2000E-1,3.0821E+1,2.2000E-1,3.0706E+1,2.2000E-1,3.0808E+1,2.2000E-1,3.0673E+1,2.2000E-1,3.0643E+1,2.2000E-1,3.0604E+1,2.2000E-1,3.0372E+1,
2.4000E-1,3.0817E+1,2.4000E-1,3.0776E+1,2.4000E-1,3.0767E+1,2.4000E-1,3.0704E+1,2.4000E-1,3.0629E+1,2.4000E-1,3.0708E+1,2.4000E-1,3.0638E+1,2.4000E-1,3.0545E+1,2.4000E-1,3.0474E+1,2.4000E-1,3.0323E+1,
2.6000E-1,3.0894E+1,2.6000E-1,3.0800E+1,2.6000E-1,3.0843E+1,2.6000E-1,3.0793E+1,2.6000E-1,3.0769E+1,2.6000E-1,3.0706E+1,2.6000E-1,3.0699E+1,2.6000E-1,3.0605E+1,2.6000E-1,3.0604E+1,2.6000E-1,3.0391E+1,
2.8000E-1,3.0824E+1,2.8000E-1,3.0776E+1,2.8000E-1,3.0830E+1,2.8000E-1,3.0815E+1,2.8000E-1,3.0681E+1,2.8000E-1,3.0805E+1,2.8000E-1,3.0711E+1,2.8000E-1,3.0690E+1,2.8000E-1,3.0569E+1,2.8000E-1,3.0321E+1,
3.0000E-1,3.0897E+1,3.0000E-1,3.0832E+1,3.0000E-1,3.0769E+1,3.0000E-1,3.0905E+1,3.0000E-1,3.0558E+1,3.0000E-1,3.0672E+1,3.0000E-1,3.0647E+1,3.0000E-1,3.0659E+1,3.0000E-1,3.0556E+1,3.0000E-1,3.0323E+1,
3.2000E-1,3.0827E+1,3.2000E-1,3.0731E+1,3.2000E-1,3.0774E+1,3.2000E-1,3.0715E+1,3.2000E-1,3.0607E+1,3.2000E-1,3.0700E+1,3.2000E-1,3.0599E+1,3.2000E-1,3.0698E+1,3.2000E-1,3.0481E+1,3.2000E-1,3.0204E+1,
3.4000E-1,3.0899E+1,3.4000E-1,3.0653E+1,3.4000E-1,3.0774E+1,3.4000E-1,3.0724E+1,3.4000E-1,3.0561E+1,3.4000E-1,3.0687E+1,3.4000E-1,3.0669E+1,3.4000E-1,3.0516E+1,3.4000E-1,3.0459E+1,3.4000E-1,3.0222E+1,
3.6000E-1,3.0878E+1,3.6000E-1,3.0805E+1,3.6000E-1,3.0867E+1,3.6000E-1,3.0898E+1,3.6000E-1,3.0838E+1,3.6000E-1,3.0728E+1,3.6000E-1,3.0789E+1,3.6000E-1,3.0772E+1,3.6000E-1,3.0647E+1,3.6000E-1,3.0431E+1,
3.8000E-1,3.0884E+1,3.8000E-1,3.0819E+1,3.8000E-1,3.0863E+1,3.8000E-1,3.0805E+1,3.8000E-1,3.0752E+1,3.8000E-1,3.0742E+1,3.8000E-1,3.0733E+1,3.8000E-1,3.0625E+1,3.8000E-1,3.0479E+1,3.8000E-1,3.0394E+1,
4.0000E-1,3.0883E+1,4.0000E-1,3.0765E+1,4.0000E-1,3.0790E+1,4.0000E-1,3.0786E+1,4.0000E-1,3.0701E+1,4.0000E-1,3.0802E+1,4.0000E-1,3.0799E+1,4.0000E-1,3.0653E+1,4.0000E-1,3.0623E+1,4.0000E-1,3.0375E+1,
4.2000E-1,3.0896E+1,4.2000E-1,3.0776E+1,4.2000E-1,3.0816E+1,4.2000E-1,3.0726E+1,4.2000E-1,3.0525E+1,4.2000E-1,3.0693E+1,4.2000E-1,3.0603E+1,4.2000E-1,3.0564E+1,4.2000E-1,3.0487E+1,4.2000E-1,3.0242E+1,
4.4000E-1,3.0926E+1,4.4000E-1,3.0850E+1,4.4000E-1,3.0821E+1,4.4000E-1,3.0826E+1,4.4000E-1,3.0656E+1,4.4000E-1,3.0833E+1,4.4000E-1,3.0813E+1,4.4000E-1,3.0644E+1,4.4000E-1,3.0593E+1,4.4000E-1,3.0342E+1,
4.6000E-1,3.0862E+1,4.6000E-1,3.0770E+1,4.6000E-1,3.0865E+1,4.6000E-1,3.0782E+1,4.6000E-1,3.0668E+1,4.6000E-1,3.0785E+1,4.6000E-1,3.0728E+1,4.6000E-1,3.0652E+1,4.6000E-1,3.0509E+1,4.6000E-1,3.0313E+1,
4.8000E-1,3.0916E+1,4.8000E-1,3.0916E+1,4.8000E-1,3.0899E+1,4.8000E-1,3.0915E+1,4.8000E-1,3.0711E+1,4.8000E-1,3.0754E+1,4.8000E-1,3.0809E+1,4.8000E-1,3.0609E+1,4.8000E-1,3.0652E+1,4.8000E-1,3.0350E+1,
5.0000E-1,3.0926E+1,5.0000E-1,3.0755E+1,5.0000E-1,3.0778E+1,5.0000E-1,3.0707E+1,5.0000E-1,3.0704E+1,5.0000E-1,3.0683E+1,5.0000E-1,3.0651E+1,5.0000E-1,3.0621E+1,5.0000E-1,3.0558E+1,5.0000E-1,3.0254E+1,
5.2000E-1,3.0751E+1,5.2000E-1,3.0757E+1,5.2000E-1,3.0821E+1,5.2000E-1,3.0764E+1,5.2000E-1,3.0711E+1,5.2000E-1,3.0610E+1,5.2000E-1,3.0721E+1,5.2000E-1,3.0569E+1,5.2000E-1,3.0514E+1,5.2000E-1,3.0255E+1,
5.4000E-1,3.0799E+1,5.4000E-1,3.0830E+1,5.4000E-1,3.0780E+1,5.4000E-1,3.0713E+1,5.4000E-1,3.0583E+1,5.4000E-1,3.0592E+1,5.4000E-1,3.0634E+1,5.4000E-1,3.0530E+1,5.4000E-1,3.0490E+1,5.4000E-1,3.0305E+1,
5.6000E-1,3.0677E+1,5.6000E-1,3.0711E+1,5.6000E-1,3.0730E+1,5.6000E-1,3.0673E+1,5.6000E-1,3.0642E+1,5.6000E-1,3.0650E+1,5.6000E-1,3.0646E+1,5.6000E-1,3.0540E+1,5.6000E-1,3.0509E+1,5.6000E-1,3.0321E+1,
5.8000E-1,3.0887E+1,5.8000E-1,3.0710E+1,5.8000E-1,3.0876E+1,5.8000E-1,3.0841E+1,5.8000E-1,3.0716E+1,5.8000E-1,3.0827E+1,5.8000E-1,3.0797E+1,5.8000E-1,3.0585E+1,5.8000E-1,3.0583E+1,5.8000E-1,3.0379E+1,
6.0000E-1,3.0770E+1,6.0000E-1,3.0733E+1,6.0000E-1,3.0755E+1,6.0000E-1,3.0721E+1,6.0000E-1,3.0573E+1,6.0000E-1,3.0718E+1,6.0000E-1,3.0648E+1,6.0000E-1,3.0540E+1,6.0000E-1,3.0535E+1,6.0000E-1,3.0265E+1,
6.2000E-1,3.0960E+1,6.2000E-1,3.0784E+1,6.2000E-1,3.0800E+1,6.2000E-1,3.0835E+1,6.2000E-1,3.0525E+1,6.2000E-1,3.0741E+1,6.2000E-1,3.0677E+1,6.2000E-1,3.0617E+1,6.2000E-1,3.0515E+1,6.2000E-1,3.0223E+1,
6.4000E-1,3.0755E+1,6.4000E-1,3.0782E+1,6.4000E-1,3.0827E+1,6.4000E-1,3.0760E+1,6.4000E-1,3.0646E+1,6.4000E-1,3.0741E+1,6.4000E-1,3.0685E+1,6.4000E-1,3.0641E+1,6.4000E-1,3.0621E+1,6.4000E-1,3.0382E+1,
6.6000E-1,3.0897E+1,6.6000E-1,3.0818E+1,6.6000E-1,3.0841E+1,6.6000E-1,3.0663E+1,6.6000E-1,3.0687E+1,6.6000E-1,3.0734E+1,6.6000E-1,3.0674E+1,6.6000E-1,3.0588E+1,6.6000E-1,3.0652E+1,6.6000E-1,3.0334E+1,
6.8000E-1,3.0875E+1,6.8000E-1,3.0752E+1,6.8000E-1,3.0739E+1,6.8000E-1,3.0742E+1,6.8000E-1,3.0584E+1,6.8000E-1,3.0652E+1,6.8000E-1,3.0641E+1,6.8000E-1,3.0585E+1,6.8000E-1,3.0500E+1,6.8000E-1,3.0311E+1,
7.0000E-1,3.0885E+1,7.0000E-1,3.0830E+1,7.0000E-1,3.0795E+1,7.0000E-1,3.0825E+1,7.0000E-1,3.0707E+1,7.0000E-1,3.0767E+1,7.0000E-1,3.0679E+1,7.0000E-1,3.0650E+1,7.0000E-1,3.0578E+1,7.0000E-1,3.0338E+1,
7.2000E-1,3.0816E+1,7.2000E-1,3.0753E+1,7.2000E-1,3.0746E+1,7.2000E-1,3.0842E+1,7.2000E-1,3.0680E+1,7.2000E-1,3.0689E+1,7.2000E-1,3.0606E+1,7.2000E-1,3.0564E+1,7.2000E-1,3.0540E+1,7.2000E-1,3.0339E+1,
7.4000E-1,3.0824E+1,7.4000E-1,3.0788E+1,7.4000E-1,3.0757E+1,7.4000E-1,3.0667E+1,7.4000E-1,3.0601E+1,7.4000E-1,3.0708E+1,7.4000E-1,3.0551E+1,7.4000E-1,3.0489E+1,7.4000E-1,3.0464E+1,7.4000E-1,3.0334E+1,
7.6000E-1,3.0774E+1,7.6000E-1,3.0649E+1,7.6000E-1,3.0749E+1,7.6000E-1,3.0749E+1,7.6000E-1,3.0638E+1,7.6000E-1,3.0756E+1,7.6000E-1,3.0668E+1,7.6000E-1,3.0598E+1,7.6000E-1,3.0483E+1,7.6000E-1,3.0263E+1,
7.8000E-1,3.0878E+1,7.8000E-1,3.0819E+1,7.8000E-1,3.0829E+1,7.8000E-1,3.0889E+1,7.8000E-1,3.0636E+1,7.8000E-1,3.0751E+1,7.8000E-1,3.0686E+1,7.8000E-1,3.0562E+1,7.8000E-1,3.0486E+1,7.8000E-1,3.0249E+1,
8.0000E-1,3.0859E+1,8.0000E-1,3.0760E+1,8.0000E-1,3.0803E+1,8.0000E-1,3.0789E+1,8.0000E-1,3.0675E+1,8.0000E-1,3.0776E+1,8.0000E-1,3.0669E+1,8.0000E-1,3.0587E+1,8.0000E-1,3.0579E+1,8.0000E-1,3.0393E+1,
8.2000E-1,3.0701E+1,8.2000E-1,3.0597E+1,8.2000E-1,3.0695E+1,8.2000E-1,3.0645E+1,8.2000E-1,3.0584E+1,8.2000E-1,3.0516E+1,8.2000E-1,3.0610E+1,8.2000E-1,3.0542E+1,8.2000E-1,3.0434E+1,8.2000E-1,3.0146E+1,
8.4000E-1,3.0809E+1,8.4000E-1,3.0777E+1,8.4000E-1,3.0808E+1,8.4000E-1,3.0632E+1,8.4000E-1,3.0663E+1,8.4000E-1,3.0627E+1,8.4000E-1,3.0586E+1,8.4000E-1,3.0573E+1,8.4000E-1,3.0477E+1,8.4000E-1,3.0279E+1,
8.6000E-1,3.0832E+1,8.6000E-1,3.0764E+1,8.6000E-1,3.0879E+1,8.6000E-1,3.0748E+1,8.6000E-1,3.0653E+1,8.6000E-1,3.0756E+1,8.6000E-1,3.0574E+1,8.6000E-1,3.0595E+1,8.6000E-1,3.0439E+1,8.6000E-1,3.0387E+1,
8.8000E-1,3.0904E+1,8.8000E-1,3.0852E+1,8.8000E-1,3.0881E+1,8.8000E-1,3.0708E+1,8.8000E-1,3.0707E+1,8.8000E-1,3.0696E+1,8.8000E-1,3.0655E+1,8.8000E-1,3.0614E+1,8.8000E-1,3.0620E+1,8.8000E-1,3.0298E+1,
9.0000E-1,3.0824E+1,9.0000E-1,3.0737E+1,9.0000E-1,3.0877E+1,9.0000E-1,3.0886E+1,9.0000E-1,3.0696E+1,9.0000E-1,3.0630E+1,9.0000E-1,3.0780E+1,9.0000E-1,3.0655E+1,9.0000E-1,3.0607E+1,9.0000E-1,3.0311E+1,
9.2000E-1,3.0940E+1,9.2000E-1,3.0925E+1,9.2000E-1,3.0905E+1,9.2000E-1,3.0776E+1,9.2000E-1,3.0754E+1,9.2000E-1,3.0785E+1,9.2000E-1,3.0737E+1,9.2000E-1,3.0693E+1,9.2000E-1,3.0602E+1,9.2000E-1,3.0319E+1,
9.4000E-1,3.0775E+1,9.4000E-1,3.0639E+1,9.4000E-1,3.0755E+1,9.4000E-1,3.0656E+1,9.4000E-1,3.0741E+1,9.4000E-1,3.0648E+1,9.4000E-1,3.0621E+1,9.4000E-1,3.0610E+1,9.4000E-1,3.0522E+1,9.4000E-1,3.0235E+1,
9.6000E-1,3.0783E+1,9.6000E-1,3.0732E+1,9.6000E-1,3.0698E+1,9.6000E-1,3.0671E+1,9.6000E-1,3.0644E+1,9.6000E-1,3.0621E+1,9.6000E-1,3.0600E+1,9.6000E-1,3.0603E+1,9.6000E-1,3.0434E+1,9.6000E-1,3.0251E+1,
9.8000E-1,3.0772E+1,9.8000E-1,3.0810E+1,9.8000E-1,3.0822E+1,9.8000E-1,3.0742E+1,9.8000E-1,3.0727E+1,9.8000E-1,3.0777E+1,9.8000E-1,3.0669E+1,9.8000E-1,3.0570E+1,9.8000E-1,3.0525E+1,9.8000E-1,3.0329E+1,
1.0000E+0,3.0783E+1,1.0000E+0,3.0712E+1,1.0000E+0,3.0834E+1,1.0000E+0,3.0750E+1,1.0000E+0,3.0587E+1,1.0000E+0,3.0642E+1,1.0000E+0,3.0589E+1,1.0000E+0,3.0476E+1,1.0000E+0,3.0525E+1,1.0000E+0,3.0223E+1,
1.0200E+0,3.0746E+1,1.0200E+0,3.0727E+1,1.0200E+0,3.0837E+1,1.0200E+0,3.0801E+1,1.0200E+0,3.0561E+1,1.0200E+0,3.0748E+1,1.0200E+0,3.0664E+1,1.0200E+0,3.0556E+1,1.0200E+0,3.0520E+1,1.0200E+0,3.0321E+1,
1.0400E+0,3.0799E+1,1.0400E+0,3.0784E+1,1.0400E+0,3.0857E+1,1.0400E+0,3.0739E+1,1.0400E+0,3.0835E+1,1.0400E+0,3.0697E+1,1.0400E+0,3.0691E+1,1.0400E+0,3.0579E+1,1.0400E+0,3.0540E+1,1.0400E+0,3.0242E+1,
1.0600E+0,3.0823E+1,1.0600E+0,3.0634E+1,1.0600E+0,3.0830E+1,1.0600E+0,3.0810E+1,1.0600E+0,3.0627E+1,1.0600E+0,3.0690E+1,1.0600E+0,3.0670E+1,1.0600E+0,3.0611E+1,1.0600E+0,3.0393E+1,1.0600E+0,3.0352E+1,
1.0800E+0,3.0988E+1,1.0800E+0,3.0883E+1,1.0800E+0,3.0917E+1,1.0800E+0,3.0799E+1,1.0800E+0,3.0726E+1,1.0800E+0,3.0793E+1,1.0800E+0,3.0672E+1,1.0800E+0,3.0608E+1,1.0800E+0,3.0608E+1,1.0800E+0,3.0314E+1,
1.1000E+0,3.0840E+1,1.1000E+0,3.0909E+1,1.1000E+0,3.0782E+1,1.1000E+0,3.0729E+1,1.1000E+0,3.0667E+1,1.1000E+0,3.0749E+1,1.1000E+0,3.0607E+1,1.1000E+0,3.0664E+1,1.1000E+0,3.0607E+1,1.1000E+0,3.0311E+1,
1.1200E+0,3.0820E+1,1.1200E+0,3.0728E+1,1.1200E+0,3.0753E+1,1.1200E+0,3.0751E+1,1.1200E+0,3.0566E+1,1.1200E+0,3.0732E+1,1.1200E+0,3.0526E+1,1.1200E+0,3.0564E+1,1.1200E+0,3.0510E+1,1.1200E+0,3.0275E+1,
1.1400E+0,3.0867E+1,1.1400E+0,3.0874E+1,1.1400E+0,3.0809E+1,1.1400E+0,3.0848E+1,1.1400E+0,3.0579E+1,1.1400E+0,3.0725E+1,1.1400E+0,3.0725E+1,1.1400E+0,3.0667E+1,1.1400E+0,3.0497E+1,1.1400E+0,3.0288E+1,
1.1600E+0,3.0830E+1,1.1600E+0,3.0783E+1,1.1600E+0,3.0805E+1,1.1600E+0,3.0796E+1,1.1600E+0,3.0681E+1,1.1600E+0,3.0711E+1,1.1600E+0,3.0728E+1,1.1600E+0,3.0607E+1,1.1600E+0,3.0558E+1,1.1600E+0,3.0351E+1,
1.1800E+0,3.0723E+1,1.1800E+0,3.0814E+1,1.1800E+0,3.0719E+1,1.1800E+0,3.0702E+1,1.1800E+0,3.0628E+1,1.1800E+0,3.0691E+1,1.1800E+0,3.0671E+1,1.1800E+0,3.0510E+1,1.1800E+0,3.0468E+1,1.1800E+0,3.0171E+1,
1.2000E+0,3.0827E+1,1.2000E+0,3.0736E+1,1.2000E+0,3.0709E+1,1.2000E+0,3.0685E+1,1.2000E+0,3.0672E+1,1.2000E+0,3.0669E+1,1.2000E+0,3.0700E+1,1.2000E+0,3.0588E+1,1.2000E+0,3.0506E+1,1.2000E+0,3.0306E+1,
1.2200E+0,3.0791E+1,1.2200E+0,3.0753E+1,1.2200E+0,3.0757E+1,1.2200E+0,3.0628E+1,1.2200E+0,3.0621E+1,1.2200E+0,3.0733E+1,1.2200E+0,3.0645E+1,1.2200E+0,3.0533E+1,1.2200E+0,3.0554E+1,1.2200E+0,3.0270E+1,
1.2400E+0,3.0816E+1,1.2400E+0,3.0711E+1,1.2400E+0,3.0827E+1,1.2400E+0,3.0738E+1,1.2400E+0,3.0630E+1,1.2400E+0,3.0676E+1,1.2400E+0,3.0611E+1,1.2400E+0,3.0522E+1,1.2400E+0,3.0501E+1,1.2400E+0,3.0268E+1,
1.2600E+0,3.0869E+1,1.2600E+0,3.0868E+1,1.2600E+0,3.0861E+1,1.2600E+0,3.0909E+1,1.2600E+0,3.0773E+1,1.2600E+0,3.0807E+1,1.2600E+0,3.0802E+1,1.2600E+0,3.0651E+1,1.2600E+0,3.0579E+1,1.2600E+0,3.0428E+1,
1.2800E+0,3.0877E+1,1.2800E+0,3.0760E+1,1.2800E+0,3.0817E+1,1.2800E+0,3.0786E+1,1.2800E+0,3.0638E+1,1.2800E+0,3.0689E+1,1.2800E+0,3.0615E+1,1.2800E+0,3.0583E+1,1.2800E+0,3.0422E+1,1.2800E+0,3.0359E+1,
1.3000E+0,3.0850E+1,1.3000E+0,3.0795E+1,1.3000E+0,3.0894E+1,1.3000E+0,3.0810E+1,1.3000E+0,3.0650E+1,1.3000E+0,3.0767E+1,1.3000E+0,3.0678E+1,1.3000E+0,3.0658E+1,1.3000E+0,3.0540E+1,1.3000E+0,3.0357E+1,
1.3200E+0,3.0941E+1,1.3200E+0,3.0917E+1,1.3200E+0,3.0773E+1,1.3200E+0,3.0808E+1,1.3200E+0,3.0679E+1,1.3200E+0,3.0759E+1,1.3200E+0,3.0724E+1,1.3200E+0,3.0506E+1,1.3200E+0,3.0518E+1,1.3200E+0,3.0333E+1,
1.3400E+0,3.0823E+1,1.3400E+0,3.0800E+1,1.3400E+0,3.0824E+1,1.3400E+0,3.0745E+1,1.3400E+0,3.0643E+1,1.3400E+0,3.0638E+1,1.3400E+0,3.0628E+1,1.3400E+0,3.0660E+1,1.3400E+0,3.0440E+1,1.3400E+0,3.0243E+1,
1.3600E+0,3.0766E+1,1.3600E+0,3.0753E+1,1.3600E+0,3.0723E+1,1.3600E+0,3.0770E+1,1.3600E+0,3.0577E+1,1.3600E+0,3.0735E+1,1.3600E+0,3.0689E+1,1.3600E+0,3.0544E+1,1.3600E+0,3.0483E+1,1.3600E+0,3.0350E+1,
1.3800E+0,3.0869E+1,1.3800E+0,3.0856E+1,1.3800E+0,3.0828E+1,1.3800E+0,3.0817E+1,1.3800E+0,3.0673E+1,1.3800E+0,3.0775E+1,1.3800E+0,3.0724E+1,1.3800E+0,3.0708E+1,1.3800E+0,3.0596E+1,1.3800E+0,3.0356E+1,
1.4000E+0,3.0909E+1,1.4000E+0,3.0741E+1,1.4000E+0,3.0817E+1,1.4000E+0,3.0798E+1,1.4000E+0,3.0666E+1,1.4000E+0,3.0740E+1,1.4000E+0,3.0686E+1,1.4000E+0,3.0647E+1,1.4000E+0,3.0689E+1,1.4000E+0,3.0272E+1,
1.4200E+0,3.0773E+1,1.4200E+0,3.0788E+1,1.4200E+0,3.0770E+1,1.4200E+0,3.0749E+1,1.4200E+0,3.0629E+1,1.4200E+0,3.0634E+1,1.4200E+0,3.0743E+1,1.4200E+0,3.0471E+1,1.4200E+0,3.0464E+1,1.4200E+0,3.0263E+1,
1.4400E+0,3.0837E+1,1.4400E+0,3.0784E+1,1.4400E+0,3.0754E+1,1.4400E+0,3.0728E+1,1.4400E+0,3.0542E+1,1.4400E+0,3.0643E+1,1.4400E+0,3.0602E+1,1.4400E+0,3.0478E+1,1.4400E+0,3.0532E+1,1.4400E+0,3.0193E+1,
1.4600E+0,3.0761E+1,1.4600E+0,3.0789E+1,1.4600E+0,3.0854E+1,1.4600E+0,3.0710E+1,1.4600E+0,3.0681E+1,1.4600E+0,3.0701E+1,1.4600E+0,3.0688E+1,1.4600E+0,3.0565E+1,1.4600E+0,3.0622E+1,1.4600E+0,3.0354E+1,
1.4800E+0,3.0870E+1,1.4800E+0,3.0710E+1,1.4800E+0,3.0828E+1,1.4800E+0,3.0670E+1,1.4800E+0,3.0744E+1,1.4800E+0,3.0627E+1,1.4800E+0,3.0699E+1,1.4800E+0,3.0481E+1,1.4800E+0,3.0596E+1,1.4800E+0,3.0252E+1,
1.5000E+0,3.0820E+1,1.5000E+0,3.0767E+1,1.5000E+0,3.0768E+1,1.5000E+0,3.0724E+1,1.5000E+0,3.0661E+1,1.5000E+0,3.0727E+1,1.5000E+0,3.0566E+1,1.5000E+0,3.0702E+1,1.5000E+0,3.0608E+1,1.5000E+0,3.0314E+1,
1.5200E+0,3.0756E+1,1.5200E+0,3.0892E+1,1.5200E+0,3.0821E+1,1.5200E+0,3.0767E+1,1.5200E+0,3.0543E+1,1.5200E+0,3.0624E+1,1.5200E+0,3.0619E+1,1.5200E+0,3.0598E+1,1.5200E+0,3.0480E+1,1.5200E+0,3.0351E+1,
1.5400E+0,3.0880E+1,1.5400E+0,3.0941E+1,1.5400E+0,3.0874E+1,1.5400E+0,3.0840E+1,1.5400E+0,3.0732E+1,1.5400E+0,3.0806E+1,1.5400E+0,3.0735E+1,1.5400E+0,3.0684E+1,1.5400E+0,3.0659E+1,1.5400E+0,3.0407E+1,
1.5600E+0,3.0850E+1,1.5600E+0,3.0813E+1,1.5600E+0,3.0653E+1,1.5600E+0,3.0707E+1,1.5600E+0,3.0703E+1,1.5600E+0,3.0576E+1,1.5600E+0,3.0594E+1,1.5600E+0,3.0618E+1,1.5600E+0,3.0522E+1,1.5600E+0,3.0333E+1,
1.5800E+0,3.0990E+1,1.5800E+0,3.0853E+1,1.5800E+0,3.0897E+1,1.5800E+0,3.0903E+1,1.5800E+0,3.0858E+1,1.5800E+0,3.0755E+1,1.5800E+0,3.0759E+1,1.5800E+0,3.0721E+1,1.5800E+0,3.0598E+1,1.5800E+0,3.0372E+1,
1.6000E+0,3.0750E+1,1.6000E+0,3.0729E+1,1.6000E+0,3.0783E+1,1.6000E+0,3.0715E+1,1.6000E+0,3.0645E+1,1.6000E+0,3.0744E+1,1.6000E+0,3.0691E+1,1.6000E+0,3.0643E+1,1.6000E+0,3.0461E+1,1.6000E+0,3.0217E+1,
1.6200E+0,3.0914E+1,1.6200E+0,3.0741E+1,1.6200E+0,3.0853E+1,1.6200E+0,3.0844E+1,1.6200E+0,3.0699E+1,1.6200E+0,3.0747E+1,1.6200E+0,3.0696E+1,1.6200E+0,3.0616E+1,1.6200E+0,3.0521E+1,1.6200E+0,3.0322E+1,
1.6400E+0,3.0913E+1,1.6400E+0,3.0799E+1,1.6400E+0,3.0817E+1,1.6400E+0,3.0763E+1,1.6400E+0,3.0660E+1,1.6400E+0,3.0696E+1,1.6400E+0,3.0644E+1,1.6400E+0,3.0645E+1,1.6400E+0,3.0565E+1,1.6400E+0,3.0330E+1,
1.6600E+0,3.0851E+1,1.6600E+0,3.0802E+1,1.6600E+0,3.0846E+1,1.6600E+0,3.0785E+1,1.6600E+0,3.0618E+1,1.6600E+0,3.0759E+1,1.6600E+0,3.0733E+1,1.6600E+0,3.0575E+1,1.6600E+0,3.0553E+1,1.6600E+0,3.0319E+1,
1.6800E+0,3.0658E+1,1.6800E+0,3.0630E+1,1.6800E+0,3.0719E+1,1.6800E+0,3.0590E+1,1.6800E+0,3.0499E+1,1.6800E+0,3.0627E+1,1.6800E+0,3.0542E+1,1.6800E+0,3.0500E+1,1.6800E+0,3.0387E+1,1.6800E+0,3.0184E+1,
