time_TC_1,Temp_TC_1,time_TC_2,Temp_TC_2,time_TC_3,Temp_TC_3,time_TC_4,Temp_TC_4,time_TC_5,Temp_TC_5,time_TC_6,Temp_TC_6,time_TC_7,Temp_TC_7,time_TC_8,Temp_TC_8,time_TC_9,Temp_TC_9,time_TC_10,Temp_TC_10,
1.8304E+2,8.7874E+1,1.8304E+2,8.9827E+1,1.8304E+2,9.0232E+1,1.8304E+2,9.4739E+1,1.8304E+2,9.4622E+1,1.8304E+2,9.8528E+1,1.8304E+2,9.7992E+1,1.8304E+2,9.8510E+1,1.8304E+2,9.0447E+1,1.8304E+2,8.4562E+1,
1.8306E+2,8.7908E+1,1.8306E+2,8.9748E+1,1.8306E+2,9.0261E+1,1.8306E+2,9.4832E+1,1.8306E+2,9.4588E+1,1.8306E+2,9.8450E+1,1.8306E+2,9.7885E+1,1.8306E+2,9.8392E+1,1.8306E+2,9.0334E+1,1.8306E+2,8.4630E+1,
1.8308E+2,8.7977E+1,1.8308E+2,8.9921E+1,1.8308E+2,9.0381E+1,1.8308E+2,9.4786E+1,1.8308E+2,9.4563E+1,1.8308E+2,9.8522E+1,1.8308E+2,9.8069E+1,1.8308E+2,9.8430E+1,1.8308E+2,9.0522E+1,1.8308E+2,8.4580E+1,
1.8310E+2,8.7911E+1,1.8310E+2,8.9705E+1,1.8310E+2,9.0220E+1,1.8310E+2,9.4841E+1,1.8310E+2,9.4576E+1,1.8310E+2,9.8523E+1,1.8310E+2,9.8044E+1,1.8310E+2,9.8364E+1,1.8310E+2,9.0483E+1,1.8310E+2,8.4547E+1,
1.8312E+2,8.7747E+1,1.8312E+2,8.9745E+1,1.8312E+2,9.0283E+1,1.8312E+2,9.4744E+1,1.8312E+2,9.4461E+1,1.8312E+2,9.8390E+1,1.8312E+2,9.7806E+1,1.8312E+2,9.8355E+1,1.8312E+2,9.0328E+1,1.8312E+2,8.4534E+1,
1.8314E+2,8.7714E+1,1.8314E+2,8.9700E+1,1.8314E+2,9.0171E+1,1.8314E+2,9.4630E+1,1.8314E+2,9.4458E+1,1.8314E+2,9.8394E+1,1.8314E+2,9.7806E+1,1.8314E+2,9.8353E+1,1.8314E+2,9.0324E+1,1.8314E+2,8.4410E+1,
1.8316E+2,8.7729E+1,1.8316E+2,8.9834E+1,1.8316E+2,9.0144E+1,1.8316E+2,9.4687E+1,1.8316E+2,9.4420E+1,1.8316E+2,9.8430E+1,1.8316E+2,9.7689E+1,1.8316E+2,9.8349E+1,1.8316E+2,9.0310E+1,1.8316E+2,8.4498E+1,
1.8318E+2,8.7845E+1,1.8318E+2,8.9758E+1,1.8318E+2,9.0351E+1,1.8318E+2,9.4752E+1,1.8318E+2,9.4583E+1,1.8318E+2,9.8441E+1,1.8318E+2,9.7950E+1,1.8318E+2,9.8383E+1,1.8318E+2,9.0408E+1,1.8318E+2,8.4444E+1,
1.8320E+2,8.8024E+1,1.8320E+2,8.9881E+1,1.8320E+2,9.0406E+1,1.8320E+2,9.4825E+1,1.8320E+2,9.4723E+1,1.8320E+2,9.8508E+1,1.8320E+2,9.8035E+1,1.8320E+2,9.8496E+1,1.8320E+2,9.0436E+1,1.8320E+2,8.4492E+1,
1.8322E+2,8.7689E+1,1.8322E+2,8.9711E+1,1.8322E+2,9.0121E+1,1.8322E+2,9.4680E+1,1.8322E+2,9.4599E+1,1.8322E+2,9.8423E+1,1.8322E+2,9.7798E+1,1.8322E+2,9.8214E+1,1.8322E+2,9.0420E+1,1.8322E+2,8.4316E+1,
1.8324E+2,8.7909E+1,1.8324E+2,8.9844E+1,1.8324E+2,9.0103E+1,1.8324E+2,9.4685E+1,1.8324E+2,9.4499E+1,1.8324E+2,9.8516E+1,1.8324E+2,9.7889E+1,1.8324E+2,9.8428E+1,1.8324E+2,9.0503E+1,1.8324E+2,8.4432E+1,
1.8326E+2,8.8041E+1,1.8326E+2,9.0001E+1,1.8326E+2,9.0259E+1,1.8326E+2,9.4831E+1,1.8326E+2,9.4537E+1,1.8326E+2,9.8503E+1,1.8326E+2,9.7833E+1,1.8326E+2,9.8417E+1,1.8326E+2,9.0466E+1,1.8326E+2,8.4422E+1,
1.8328E+2,8.7869E+1,1.8328E+2,8.9853E+1,1.8328E+2,9.0173E+1,1.8328E+2,9.4647E+1,1.8328E+2,9.4541E+1,1.8328E+2,9.8458E+1,1.8328E+2,9.7863E+1,1.8328E+2,9.8496E+1,1.8328E+2,9.0458E+1,1.8328E+2,8.4419E+1,
1.8330E+2,8.7928E+1,1.8330E+2,8.9807E+1,1.8330E+2,9.0165E+1,1.8330E+2,9.4754E+1,1.8330E+2,9.4482E+1,1.8330E+2,9.8430E+1,1.8330E+2,9.7740E+1,1.8330E+2,9.8218E+1,1.8330E+2,9.0370E+1,1.8330E+2,8.4307E+1,
1.8332E+2,8.7796E+1,1.8332E+2,8.9909E+1,1.8332E+2,9.0259E+1,1.8332E+2,9.4730E+1,1.8332E+2,9.4486E+1,1.8332E+2,9.8416E+1,1.8332E+2,9.7912E+1,1.8332E+2,9.8304E+1,1.8332E+2,9.0389E+1,1.8332E+2,8.4459E+1,
1.8334E+2,8.7942E+1,1.8334E+2,8.9833E+1,1.8334E+2,9.0089E+1,1.8334E+2,9.4610E+1,1.8334E+2,9.4482E+1,1.8334E+2,9.8363E+1,1.8334E+2,9.7841E+1,1.8334E+2,9.8436E+1,1.8334E+2,9.0480E+1,1.8334E+2,8.4342E+1,
1.8336E+2,8.8059E+1,1.8336E+2,8.9954E+1,1.8336E+2,9.0415E+1,1.8336E+2,9.4842E+1,1.8336E+2,9.4710E+1,1.8336E+2,9.8608E+1,1.8336E+2,9.8030E+1,1.8336E+2,9.8419E+1,1.8336E+2,9.0546E+1,1.8336E+2,8.4483E+1,
1.8338E+2,8.7729E+1,1.8338E+2,8.9687E+1,1.8338E+2,9.0125E+1,1.8338E+2,9.4600E+1,1.8338E+2,9.4438E+1,1.8338E+2,9.8312E+1,1.8338E+2,9.7789E+1,1.8338E+2,9.8179E+1,1.8338E+2,9.0335E+1,1.8338E+2,8.4210E+1,
1.8340E+2,8.7834E+1,1.8340E+2,8.9800E+1,1.8340E+2,9.0233E+1,1.8340E+2,9.4793E+1,1.8340E+2,9.4593E+1,1.8340E+2,9.8445E+1,1.8340E+2,9.7891E+1,1.8340E+2,9.8410E+1,1.8340E+2,9.0358E+1,1.8340E+2,8.4385E+1,
1.8342E+2,8.7880E+1,1.8342E+2,8.9868E+1,1.8342E+2,9.0316E+1,1.8342E+2,9.4763E+1,1.8342E+2,9.4593E+1,1.8342E+2,9.8518E+1,1.8342E+2,9.7996E+1,1.8342E+2,9.8344E+1,1.8342E+2,9.0545E+1,1.8342E+2,8.4306E+1,
1.8344E+2,8.7794E+1,1.8344E+2,8.9669E+1,1.8344E+2,9.0024E+1,1.8344E+2,9.4592E+1,1.8344E+2,9.4449E+1,1.8344E+2,9.8387E+1,1.8344E+2,9.7684E+1,1.8344E+2,9.8249E+1,1.8344E+2,9.0400E+1,1.8344E+2,8.4240E+1,
1.8346E+2,8.7859E+1,1.8346E+2,8.9742E+1,1.8346E+2,9.0132E+1,1.8346E+2,9.4574E+1,1.8346E+2,9.4461E+1,1.8346E+2,9.8417E+1,1.8346E+2,9.7910E+1,1.8346E+2,9.8259E+1,1.8346E+2,9.0372E+1,1.8346E+2,8.4246E+1,
1.8348E+2,8.7926E+1,1.8348E+2,8.9766E+1,1.8348E+2,9.0088E+1,1.8348E+2,9.4704E+1,1.8348E+2,9.4483E+1,1.8348E+2,9.8323E+1,1.8348E+2,9.7899E+1,1.8348E+2,9.8226E+1,1.8348E+2,9.0397E+1,1.8348E+2,8.4240E+1,
1.8350E+2,8.7824E+1,1.8350E+2,8.9836E+1,1.8350E+2,9.0099E+1,1.8350E+2,9.4663E+1,1.8350E+2,9.4493E+1,1.8350E+2,9.8385E+1,1.8350E+2,9.7837E+1,1.8350E+2,9.8248E+1,1.8350E+2,9.0353E+1,1.8350E+2,8.4175E+1,
1.8352E+2,8.7840E+1,1.8352E+2,8.9709E+1,1.8352E+2,9.0193E+1,1.8352E+2,9.4678E+1,1.8352E+2,9.4451E+1,1.8352E+2,9.8348E+1,1.8352E+2,9.7861E+1,1.8352E+2,9.8298E+1,1.8352E+2,9.0378E+1,1.8352E+2,8.4297E+1,
1.8354E+2,8.7807E+1,1.8354E+2,8.9676E+1,1.8354E+2,9.0172E+1,1.8354E+2,9.4587E+1,1.8354E+2,9.4440E+1,1.8354E+2,9.8358E+1,1.8354E+2,9.7663E+1,1.8354E+2,9.8172E+1,1.8354E+2,9.0407E+1,1.8354E+2,8.4193E+1,
1.8356E+2,8.7739E+1,1.8356E+2,8.9690E+1,1.8356E+2,8.9973E+1,1.8356E+2,9.4547E+1,1.8356E+2,9.4379E+1,1.8356E+2,9.8273E+1,1.8356E+2,9.7774E+1,1.8356E+2,9.8210E+1,1.8356E+2,9.0354E+1,1.8356E+2,8.4167E+1,
1.8358E+2,8.7890E+1,1.8358E+2,8.9732E+1,1.8358E+2,9.0094E+1,1.8358E+2,9.4565E+1,1.8358E+2,9.4470E+1,1.8358E+2,9.8324E+1,1.8358E+2,9.7768E+1,1.8358E+2,9.8177E+1,1.8358E+2,9.0393E+1,1.8358E+2,8.4137E+1,
1.8360E+2,8.7880E+1,1.8360E+2,8.9710E+1,1.8360E+2,9.0083E+1,1.8360E+2,9.4596E+1,1.8360E+2,9.4461E+1,1.8360E+2,9.8300E+1,1.8360E+2,9.7834E+1,1.8360E+2,9.8226E+1,1.8360E+2,9.0310E+1,1.8360E+2,8.4173E+1,
1.8362E+2,8.7854E+1,1.8362E+2,8.9840E+1,1.8362E+2,9.0217E+1,1.8362E+2,9.4694E+1,1.8362E+2,9.4529E+1,1.8362E+2,9.8318E+1,1.8362E+2,9.7771E+1,1.8362E+2,9.8304E+1,1.8362E+2,9.0445E+1,1.8362E+2,8.4262E+1,
1.8364E+2,8.7856E+1,1.8364E+2,8.9686E+1,1.8364E+2,9.0122E+1,1.8364E+2,9.4661E+1,1.8364E+2,9.4444E+1,1.8364E+2,9.8359E+1,1.8364E+2,9.7773E+1,1.8364E+2,9.8336E+1,1.8364E+2,9.0290E+1,1.8364E+2,8.4222E+1,
1.8366E+2,8.7903E+1,1.8366E+2,8.9762E+1,1.8366E+2,9.0103E+1,1.8366E+2,9.4641E+1,1.8366E+2,9.4438E+1,1.8366E+2,9.8357E+1,1.8366E+2,9.7807E+1,1.8366E+2,9.8307E+1,1.8366E+2,9.0355E+1,1.8366E+2,8.4110E+1,
1.8368E+2,8.7720E+1,1.8368E+2,8.9605E+1,1.8368E+2,9.0012E+1,1.8368E+2,9.4548E+1,1.8368E+2,9.4371E+1,1.8368E+2,9.8255E+1,1.8368E+2,9.7662E+1,1.8368E+2,9.8218E+1,1.8368E+2,9.0346E+1,1.8368E+2,8.4219E+1,
1.8370E+2,8.7726E+1,1.8370E+2,8.9669E+1,1.8370E+2,8.9945E+1,1.8370E+2,9.4580E+1,1.8370E+2,9.4324E+1,1.8370E+2,9.8099E+1,1.8370E+2,9.7657E+1,1.8370E+2,9.8230E+1,1.8370E+2,9.0254E+1,1.8370E+2,8.4051E+1,
1.8372E+2,8.7609E+1,1.8372E+2,8.9662E+1,1.8372E+2,9.0044E+1,1.8372E+2,9.4544E+1,1.8372E+2,9.4293E+1,1.8372E+2,9.8200E+1,1.8372E+2,9.7733E+1,1.8372E+2,9.8166E+1,1.8372E+2,9.0210E+1,1.8372E+2,8.4223E+1,
1.8374E+2,8.7784E+1,1.8374E+2,8.9686E+1,1.8374E+2,9.0065E+1,1.8374E+2,9.4665E+1,1.8374E+2,9.4440E+1,1.8374E+2,9.8174E+1,1.8374E+2,9.7623E+1,1.8374E+2,9.8110E+1,1.8374E+2,9.0275E+1,1.8374E+2,8.4155E+1,
1.8376E+2,8.7678E+1,1.8376E+2,8.9547E+1,1.8376E+2,9.0058E+1,1.8376E+2,9.4571E+1,1.8376E+2,9.4251E+1,1.8376E+2,9.8161E+1,1.8376E+2,9.7697E+1,1.8376E+2,9.8211E+1,1.8376E+2,9.0265E+1,1.8376E+2,8.4220E+1,
1.8378E+2,8.7814E+1,1.8378E+2,8.9627E+1,1.8378E+2,8.9958E+1,1.8378E+2,9.4662E+1,1.8378E+2,9.4368E+1,1.8378E+2,9.8308E+1,1.8378E+2,9.7749E+1,1.8378E+2,9.8152E+1,1.8378E+2,9.0315E+1,1.8378E+2,8.4185E+1,
1.8380E+2,8.7723E+1,1.8380E+2,8.9653E+1,1.8380E+2,9.0069E+1,1.8380E+2,9.4555E+1,1.8380E+2,9.4423E+1,1.8380E+2,9.8365E+1,1.8380E+2,9.7724E+1,1.8380E+2,9.8134E+1,1.8380E+2,9.0384E+1,1.8380E+2,8.4337E+1,
1.8382E+2,8.7761E+1,1.8382E+2,8.9643E+1,1.8382E+2,9.0155E+1,1.8382E+2,9.4589E+1,1.8382E+2,9.4302E+1,1.8382E+2,9.8299E+1,1.8382E+2,9.7736E+1,1.8382E+2,9.8178E+1,1.8382E+2,9.0282E+1,1.8382E+2,8.4220E+1,
1.8384E+2,8.7726E+1,1.8384E+2,8.9692E+1,1.8384E+2,9.0055E+1,1.8384E+2,9.4486E+1,1.8384E+2,9.4333E+1,1.8384E+2,9.8290E+1,1.8384E+2,9.7650E+1,1.8384E+2,9.8130E+1,1.8384E+2,9.0305E+1,1.8384E+2,8.4197E+1,
1.8386E+2,8.7711E+1,1.8386E+2,8.9621E+1,1.8386E+2,9.0001E+1,1.8386E+2,9.4594E+1,1.8386E+2,9.4444E+1,1.8386E+2,9.8250E+1,1.8386E+2,9.7600E+1,1.8386E+2,9.8141E+1,1.8386E+2,9.0284E+1,1.8386E+2,8.4254E+1,
1.8388E+2,8.7700E+1,1.8388E+2,8.9554E+1,1.8388E+2,8.9959E+1,1.8388E+2,9.4469E+1,1.8388E+2,9.4319E+1,1.8388E+2,9.8133E+1,1.8388E+2,9.7574E+1,1.8388E+2,9.8027E+1,1.8388E+2,9.0201E+1,1.8388E+2,8.4125E+1,
1.8390E+2,8.7755E+1,1.8390E+2,8.9653E+1,1.8390E+2,9.0079E+1,1.8390E+2,9.4550E+1,1.8390E+2,9.4357E+1,1.8390E+2,9.8217E+1,1.8390E+2,9.7738E+1,1.8390E+2,9.8216E+1,1.8390E+2,9.0376E+1,1.8390E+2,8.4296E+1,
1.8392E+2,8.7756E+1,1.8392E+2,8.9602E+1,1.8392E+2,9.0060E+1,1.8392E+2,9.4584E+1,1.8392E+2,9.4338E+1,1.8392E+2,9.8286E+1,1.8392E+2,9.7687E+1,1.8392E+2,9.8118E+1,1.8392E+2,9.0263E+1,1.8392E+2,8.4132E+1,
1.8394E+2,8.7700E+1,1.8394E+2,8.9552E+1,1.8394E+2,8.9970E+1,1.8394E+2,9.4515E+1,1.8394E+2,9.4269E+1,1.8394E+2,9.8213E+1,1.8394E+2,9.7698E+1,1.8394E+2,9.8110E+1,1.8394E+2,9.0338E+1,1.8394E+2,8.4082E+1,
1.8396E+2,8.7793E+1,1.8396E+2,8.9559E+1,1.8396E+2,8.9996E+1,1.8396E+2,9.4585E+1,1.8396E+2,9.4305E+1,1.8396E+2,9.8260E+1,1.8396E+2,9.7658E+1,1.8396E+2,9.8138E+1,1.8396E+2,9.0340E+1,1.8396E+2,8.4097E+1,
1.8398E+2,8.7692E+1,1.8398E+2,8.9609E+1,1.8398E+2,8.9938E+1,1.8398E+2,9.4448E+1,1.8398E+2,9.4210E+1,1.8398E+2,9.8124E+1,1.8398E+2,9.7535E+1,1.8398E+2,9.8067E+1,1.8398E+2,9.0167E+1,1.8398E+2,8.3970E+1,
1.8400E+2,8.7683E+1,1.8400E+2,8.9555E+1,1.8400E+2,8.9936E+1,1.8400E+2,9.4386E+1,1.8400E+2,9.4248E+1,1.8400E+2,9.8192E+1,1.8400E+2,9.7651E+1,1.8400E+2,9.8042E+1,1.8400E+2,9.0336E+1,1.8400E+2,8.4117E+1,
1.8402E+2,8.7682E+1,1.8402E+2,8.9494E+1,1.8402E+2,8.9946E+1,1.8402E+2,9.4463E+1,1.8402E+2,9.4261E+1,1.8402E+2,9.8222E+1,1.8402E+2,9.7535E+1,1.8402E+2,9.8057E+1,1.8402E+2,9.0169E+1,1.8402E+2,8.4154E+1,
1.8404E+2,8.7504E+1,1.8404E+2,8.9474E+1,1.8404E+2,8.9831E+1,1.8404E+2,9.4316E+1,1.8404E+2,9.4081E+1,1.8404E+2,9.7964E+1,1.8404E+2,9.7427E+1,1.8404E+2,9.8019E+1,1.8404E+2,9.0058E+1,1.8404E+2,8.3983E+1,
1.8406E+2,8.7623E+1,1.8406E+2,8.9511E+1,1.8406E+2,9.0070E+1,1.8406E+2,9.4463E+1,1.8406E+2,9.4213E+1,1.8406E+2,9.8140E+1,1.8406E+2,9.7638E+1,1.8406E+2,9.8033E+1,1.8406E+2,9.0287E+1,1.8406E+2,8.4062E+1,
1.8408E+2,8.7625E+1,1.8408E+2,8.9628E+1,1.8408E+2,8.9935E+1,1.8408E+2,9.4495E+1,1.8408E+2,9.4245E+1,1.8408E+2,9.8049E+1,1.8408E+2,9.7638E+1,1.8408E+2,9.8071E+1,1.8408E+2,9.0213E+1,1.8408E+2,8.4009E+1,
1.8410E+2,8.7691E+1,1.8410E+2,8.9629E+1,1.8410E+2,9.0005E+1,1.8410E+2,9.4504E+1,1.8410E+2,9.4292E+1,1.8410E+2,9.8182E+1,1.8410E+2,9.7587E+1,1.8410E+2,9.8166E+1,1.8410E+2,9.0269E+1,1.8410E+2,8.3998E+1,
1.8412E+2,8.7641E+1,1.8412E+2,8.9638E+1,1.8412E+2,9.0004E+1,1.8412E+2,9.4471E+1,1.8412E+2,9.4312E+1,1.8412E+2,9.8131E+1,1.8412E+2,9.7591E+1,1.8412E+2,9.8038E+1,1.8412E+2,9.0226E+1,1.8412E+2,8.4142E+1,
1.8414E+2,8.7645E+1,1.8414E+2,8.9557E+1,1.8414E+2,9.0004E+1,1.8414E+2,9.4494E+1,1.8414E+2,9.4245E+1,1.8414E+2,9.8171E+1,1.8414E+2,9.7598E+1,1.8414E+2,9.8146E+1,1.8414E+2,9.0247E+1,1.8414E+2,8.4108E+1,
1.8416E+2,8.7752E+1,1.8416E+2,8.9741E+1,1.8416E+2,9.0045E+1,1.8416E+2,9.4501E+1,1.8416E+2,9.4375E+1,1.8416E+2,9.8108E+1,1.8416E+2,9.7579E+1,1.8416E+2,9.8137E+1,1.8416E+2,9.0278E+1,1.8416E+2,8.4103E+1,
1.8418E+2,8.7502E+1,1.8418E+2,8.9445E+1,1.8418E+2,8.9857E+1,1.8418E+2,9.4396E+1,1.8418E+2,9.4160E+1,1.8418E+2,9.7910E+1,1.8418E+2,9.7562E+1,1.8418E+2,9.7950E+1,1.8418E+2,9.0103E+1,1.8418E+2,8.4029E+1,
1.8420E+2,8.7681E+1,1.8420E+2,8.9549E+1,1.8420E+2,8.9928E+1,1.8420E+2,9.4475E+1,1.8420E+2,9.4277E+1,1.8420E+2,9.8163E+1,1.8420E+2,9.7498E+1,1.8420E+2,9.8008E+1,1.8420E+2,9.0267E+1,1.8420E+2,8.4091E+1,
1.8422E+2,8.7662E+1,1.8422E+2,8.9587E+1,1.8422E+2,8.9912E+1,1.8422E+2,9.4457E+1,1.8422E+2,9.4275E+1,1.8422E+2,9.8151E+1,1.8422E+2,9.7503E+1,1.8422E+2,9.7979E+1,1.8422E+2,9.0283E+1,1.8422E+2,8.4150E+1,
1.8424E+2,8.7566E+1,1.8424E+2,8.9382E+1,1.8424E+2,8.9838E+1,1.8424E+2,9.4399E+1,1.8424E+2,9.4089E+1,1.8424E+2,9.7991E+1,1.8424E+2,9.7531E+1,1.8424E+2,9.7859E+1,1.8424E+2,9.0079E+1,1.8424E+2,8.4083E+1,
1.8426E+2,8.7626E+1,1.8426E+2,8.9505E+1,1.8426E+2,8.9962E+1,1.8426E+2,9.4495E+1,1.8426E+2,9.4248E+1,1.8426E+2,9.8113E+1,1.8426E+2,9.7536E+1,1.8426E+2,9.7981E+1,1.8426E+2,9.0346E+1,1.8426E+2,8.4117E+1,
1.8428E+2,8.7657E+1,1.8428E+2,8.9559E+1,1.8428E+2,8.9877E+1,1.8428E+2,9.4331E+1,1.8428E+2,9.4103E+1,1.8428E+2,9.8095E+1,1.8428E+2,9.7475E+1,1.8428E+2,9.7837E+1,1.8428E+2,9.0170E+1,1.8428E+2,8.4017E+1,
1.8430E+2,8.7640E+1,1.8430E+2,8.9394E+1,1.8430E+2,9.0106E+1,1.8430E+2,9.4376E+1,1.8430E+2,9.4174E+1,1.8430E+2,9.8176E+1,1.8430E+2,9.7375E+1,1.8430E+2,9.7905E+1,1.8430E+2,9.0109E+1,1.8430E+2,8.4103E+1,
1.8432E+2,8.7692E+1,1.8432E+2,8.9429E+1,1.8432E+2,8.9878E+1,1.8432E+2,9.4475E+1,1.8432E+2,9.4139E+1,1.8432E+2,9.8116E+1,1.8432E+2,9.7490E+1,1.8432E+2,9.8010E+1,1.8432E+2,9.0202E+1,1.8432E+2,8.4133E+1,
1.8434E+2,8.7688E+1,1.8434E+2,8.9437E+1,1.8434E+2,8.9902E+1,1.8434E+2,9.4267E+1,1.8434E+2,9.4111E+1,1.8434E+2,9.7993E+1,1.8434E+2,9.7428E+1,1.8434E+2,9.7932E+1,1.8434E+2,9.0161E+1,1.8434E+2,8.4065E+1,
1.8436E+2,8.7593E+1,1.8436E+2,8.9514E+1,1.8436E+2,8.9863E+1,1.8436E+2,9.4245E+1,1.8436E+2,9.4038E+1,1.8436E+2,9.8037E+1,1.8436E+2,9.7349E+1,1.8436E+2,9.7873E+1,1.8436E+2,9.0010E+1,1.8436E+2,8.4043E+1,
1.8438E+2,8.7664E+1,1.8438E+2,8.9467E+1,1.8438E+2,8.9930E+1,1.8438E+2,9.4402E+1,1.8438E+2,9.4179E+1,1.8438E+2,9.8163E+1,1.8438E+2,9.7443E+1,1.8438E+2,9.8054E+1,1.8438E+2,9.0197E+1,1.8438E+2,8.4202E+1,
1.8440E+2,8.7436E+1,1.8440E+2,8.9352E+1,1.8440E+2,8.9740E+1,1.8440E+2,9.4265E+1,1.8440E+2,9.4082E+1,1.8440E+2,9.7936E+1,1.8440E+2,9.7389E+1,1.8440E+2,9.7874E+1,1.8440E+2,9.0049E+1,1.8440E+2,8.4065E+1,
1.8442E+2,8.7509E+1,1.8442E+2,8.9360E+1,1.8442E+2,8.9703E+1,1.8442E+2,9.4260E+1,1.8442E+2,9.3991E+1,1.8442E+2,9.7901E+1,1.8442E+2,9.7357E+1,1.8442E+2,9.7857E+1,1.8442E+2,9.0019E+1,1.8442E+2,8.3978E+1,
1.8444E+2,8.7489E+1,1.8444E+2,8.9619E+1,1.8444E+2,8.9938E+1,1.8444E+2,9.4352E+1,1.8444E+2,9.4107E+1,1.8444E+2,9.8059E+1,1.8444E+2,9.7395E+1,1.8444E+2,9.7902E+1,1.8444E+2,9.0125E+1,1.8444E+2,8.4086E+1,
1.8446E+2,8.7562E+1,1.8446E+2,8.9351E+1,1.8446E+2,8.9783E+1,1.8446E+2,9.4328E+1,1.8446E+2,9.4057E+1,1.8446E+2,9.7970E+1,1.8446E+2,9.7395E+1,1.8446E+2,9.7864E+1,1.8446E+2,9.0165E+1,1.8446E+2,8.4162E+1,
1.8448E+2,8.7647E+1,1.8448E+2,8.9540E+1,1.8448E+2,8.9903E+1,1.8448E+2,9.4330E+1,1.8448E+2,9.4153E+1,1.8448E+2,9.8062E+1,1.8448E+2,9.7427E+1,1.8448E+2,9.7999E+1,1.8448E+2,9.0219E+1,1.8448E+2,8.4227E+1,
1.8450E+2,8.7587E+1,1.8450E+2,8.9346E+1,1.8450E+2,8.9889E+1,1.8450E+2,9.4300E+1,1.8450E+2,9.4128E+1,1.8450E+2,9.8051E+1,1.8450E+2,9.7404E+1,1.8450E+2,9.7860E+1,1.8450E+2,9.0090E+1,1.8450E+2,8.4170E+1,
1.8452E+2,8.7558E+1,1.8452E+2,8.9410E+1,1.8452E+2,8.9847E+1,1.8452E+2,9.4317E+1,1.8452E+2,9.4072E+1,1.8452E+2,9.7957E+1,1.8452E+2,9.7323E+1,1.8452E+2,9.7864E+1,1.8452E+2,9.0073E+1,1.8452E+2,8.4082E+1,
1.8454E+2,8.7608E+1,1.8454E+2,8.9458E+1,1.8454E+2,8.9760E+1,1.8454E+2,9.4323E+1,1.8454E+2,9.4086E+1,1.8454E+2,9.7948E+1,1.8454E+2,9.7391E+1,1.8454E+2,9.7870E+1,1.8454E+2,9.0149E+1,1.8454E+2,8.4270E+1,
1.8456E+2,8.7473E+1,1.8456E+2,8.9403E+1,1.8456E+2,8.9837E+1,1.8456E+2,9.4348E+1,1.8456E+2,9.4064E+1,1.8456E+2,9.7965E+1,1.8456E+2,9.7435E+1,1.8456E+2,9.7916E+1,1.8456E+2,9.0127E+1,1.8456E+2,8.4128E+1,
1.8458E+2,8.7477E+1,1.8458E+2,8.9536E+1,1.8458E+2,8.9738E+1,1.8458E+2,9.4192E+1,1.8458E+2,9.4031E+1,1.8458E+2,9.7977E+1,1.8458E+2,9.7365E+1,1.8458E+2,9.7790E+1,1.8458E+2,9.0024E+1,1.8458E+2,8.4159E+1,
1.8460E+2,8.7478E+1,1.8460E+2,8.9379E+1,1.8460E+2,8.9735E+1,1.8460E+2,9.4325E+1,1.8460E+2,9.4057E+1,1.8460E+2,9.7931E+1,1.8460E+2,9.7379E+1,1.8460E+2,9.7864E+1,1.8460E+2,9.0013E+1,1.8460E+2,8.4202E+1,
1.8462E+2,8.7534E+1,1.8462E+2,8.9515E+1,1.8462E+2,8.9807E+1,1.8462E+2,9.4269E+1,1.8462E+2,9.4044E+1,1.8462E+2,9.7990E+1,1.8462E+2,9.7288E+1,1.8462E+2,9.7890E+1,1.8462E+2,9.0105E+1,1.8462E+2,8.4216E+1,
1.8464E+2,8.7634E+1,1.8464E+2,8.9508E+1,1.8464E+2,8.9873E+1,1.8464E+2,9.4389E+1,1.8464E+2,9.4045E+1,1.8464E+2,9.7995E+1,1.8464E+2,9.7532E+1,1.8464E+2,9.7914E+1,1.8464E+2,9.0117E+1,1.8464E+2,8.4433E+1,
1.8466E+2,8.7516E+1,1.8466E+2,8.9396E+1,1.8466E+2,8.9782E+1,1.8466E+2,9.4263E+1,1.8466E+2,9.4096E+1,1.8466E+2,9.7947E+1,1.8466E+2,9.7368E+1,1.8466E+2,9.7848E+1,1.8466E+2,9.0102E+1,1.8466E+2,8.4261E+1,
1.8468E+2,8.7540E+1,1.8468E+2,8.9444E+1,1.8468E+2,8.9761E+1,1.8468E+2,9.4188E+1,1.8468E+2,9.4043E+1,1.8468E+2,9.7962E+1,1.8468E+2,9.7359E+1,1.8468E+2,9.7874E+1,1.8468E+2,9.0093E+1,1.8468E+2,8.4176E+1,
1.8470E+2,8.7527E+1,1.8470E+2,8.9332E+1,1.8470E+2,8.9802E+1,1.8470E+2,9.4245E+1,1.8470E+2,9.4002E+1,1.8470E+2,9.7981E+1,1.8470E+2,9.7300E+1,1.8470E+2,9.7778E+1,1.8470E+2,9.0107E+1,1.8470E+2,8.4151E+1,
1.8472E+2,8.7507E+1,1.8472E+2,8.9366E+1,1.8472E+2,8.9684E+1,1.8472E+2,9.4213E+1,1.8472E+2,9.4075E+1,1.8472E+2,9.7943E+1,1.8472E+2,9.7364E+1,1.8472E+2,9.7840E+1,1.8472E+2,9.0156E+1,1.8472E+2,8.4259E+1,
